"Longitude","Latitude","Accident_Severity","Weather_Conditions","Light_Conditions","Road_Surface_Conditions","Speed_limit","Urban_or_Rural_Area","Number_of_Casualties","Number_of_Vehicles","Day_of_Week","Month","TimeOfDay","Cluster","DistanceToCenter"
-0.126571,51.504684,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Afternoon",1,1227.74275486127
-0.008164,51.397965,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"czwartek","01","Afternoon",1,14588.5727975532
-0.215303,51.57549,"0","Raining no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"czwartek","01","Afternoon",1,9906.5488750592
0.059008,51.520276,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Afternoon",1,14115.0523536933
-0.147665,51.577859,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"czwartek","01","Afternoon",1,8774.84824288878
-0.096887,51.604923,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"czwartek","01","Afternoon",1,12182.9175307703
-0.11228,51.595909,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",2,1,"czwartek","01","Evening",1,10967.8796450134
-0.35564,51.449757,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"środa","01","Afternoon",1,15808.1335877601
-0.097899,51.355661,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"czwartek","01","Afternoon",1,16258.265735873
0.146379,51.572758,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"czwartek","01","Evening",1,21576.9222393463
-0.05651,51.539244,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"czwartek","01","Evening",1,7410.21618581657
-0.24714,51.381639,"0","Other","Daylight","Wet or damp",30,"Urban",1,2,"środa","01","Morning",1,14979.3663980546
-0.161944,51.416934,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"środa","01","Morning",1,9253.84156170296
-0.029917,51.657412,"0","Other","Darkness - lights lit","Frost or ice",40,"Urban",3,2,"czwartek","01","Evening",1,19248.156195252
-0.110026,51.53886,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,1,"środa","01","Afternoon",1,4943.52566437257
-0.295306,51.597271,"0","Fine no high winds","Darkness - lights lit","Wet or damp",40,"Urban",1,2,"czwartek","01","Evening",1,15238.6156775729
-0.38414,51.588097,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"czwartek","01","Evening",1,19479.5511914947
-0.042138,51.612025,"0","Fine no high winds","Darkness - lights lit","Wet or damp",50,"Urban",1,1,"czwartek","01","Evening",1,14339.5661761117
-0.080779,51.579391,"0","Fine no high winds","Darkness - lights lit","Frost or ice",30,"Urban",3,3,"piątek","01","Night",1,9886.55698094516
-0.43165,51.579209,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"czwartek","01","Morning",1,21956.0550588969
-0.367483,51.45262,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,1,"czwartek","01","Morning",1,16477.2092463488
-0.062652,51.588176,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"czwartek","01","Morning",1,11329.8112211864
-0.244499,51.555607,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"czwartek","01","Evening",1,9490.56813644116
-0.261758,51.416839,"1","Fine no high winds","Daylight","Frost or ice",30,"Urban",1,2,"czwartek","01","Morning",1,12371.0803597406
0.045852,51.51619,"0","Unknown","Daylight","Data missing or out of range",30,"Urban",1,2,"czwartek","01","Morning",1,13144.3568206059
-0.043742,51.665378,"0","Other","Daylight","Frost or ice",30,"Urban",1,2,"piątek","01","Morning",1,19713.53354629
0.10169,51.483008,"0","Fine no high winds","Daylight","Frost or ice",30,"Urban",2,5,"piątek","01","Morning",1,16976.1268596196
-0.099008,51.578339,"0","Other","Daylight","Dry",20,"Urban",1,2,"piątek","01","Morning",1,9304.9193394558
-0.150224,51.50416,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Morning",1,806.748190348567
-0.131027,51.427417,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Morning",1,8016.78769980161
-0.115201,51.619516,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"czwartek","01","Afternoon",1,13529.3276664884
-0.369588,51.478368,"0","Fine no high winds","Darkness - lights lit","Dry",40,"Urban",1,1,"czwartek","01","Afternoon",1,15952.7390463953
-0.14864,51.649723,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"piątek","01","Afternoon",1,16772.0684590249
-0.082493,51.418449,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"piątek","01","Morning",1,9879.01870795641
-0.350393,51.527378,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,14785.0007151463
-0.169445,51.463185,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Morning",1,4433.31784080536
-0.1187,51.443857,"0","Raining no high winds","Darkness - lights unlit","Wet or damp",20,"Urban",1,2,"piątek","01","Afternoon",1,6357.64198972762
-0.100423,51.537446,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"piątek","01","Afternoon",1,5142.68600843705
-0.073503,51.567132,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"piątek","01","Afternoon",1,8929.59942814225
-0.128687,51.583133,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,1,"piątek","01","Afternoon",1,9397.14776997434
-0.018946,51.574047,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"piątek","01","Afternoon",1,11917.111985417
-0.189495,51.534898,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,5172.30095055077
-0.263373,51.491861,"0","Raining + high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"piątek","01","Afternoon",1,8459.74904784484
-0.243307,51.549115,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,8963.48676571976
-0.215083,51.525848,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"piątek","01","Afternoon",1,5880.95377978874
-0.234667,51.492871,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"piątek","01","Evening",1,6469.03621833074
-0.2533,51.506639,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"piątek","01","Afternoon",1,7767.03524991065
-0.281067,51.415865,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,13383.2978480138
0.125922,51.489945,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"piątek","01","Afternoon",1,18587.3630228422
-0.352574,51.554835,"0","Raining + high winds","Daylight","Dry",30,"Urban",1,3,"piątek","01","Afternoon",1,15856.564077105
0.084486,51.541589,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,3,"piątek","01","Afternoon",1,16376.0416416372
-0.130763,51.564192,"0","Raining no high winds","Darkness - lights unlit","Wet or damp",30,"Urban",1,1,"piątek","01","Evening",1,7284.92951790729
0.073088,51.525604,"0","Raining no high winds","Darkness - lights lit","Wet or damp",40,"Rural",2,1,"piątek","01","Evening",1,15180.8710137442
-0.183565,51.48103,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"piątek","01","Evening",1,3522.44847374636
-0.198727,51.480005,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,1,"piątek","01","Evening",1,4478.84291510451
-0.192586,51.413094,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",3,2,"piątek","01","Afternoon",1,10201.7692091065
0.17467,51.587975,"0","Raining no high winds","Darkness - lights lit","Wet or damp",50,"Urban",1,2,"piątek","01","Evening",1,24043.3073303287
0.048112,51.42838,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"piątek","01","Afternoon",1,15349.1773208732
-0.102095,51.594306,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"piątek","01","Evening",1,10948.3379174276
0.083615,51.595112,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,18916.6765542219
0.014312,51.408912,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,14771.5416419136
-0.284737,51.467625,"0","Fine no high winds","Darkness - lights lit","Wet or damp",40,"Urban",2,3,"czwartek","01","Afternoon",1,10506.4458842239
0.09324,51.487206,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"piątek","01","Afternoon",1,16348.5761456215
-0.108967,51.383358,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,13086.7185455441
0.110491,51.467742,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,17839.3160949965
-0.057684,51.596366,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Night",1,12294.6310411385
-0.027718,51.48139,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"piątek","01","Evening",1,8154.18530098134
-0.431909,51.491987,"0","Raining no high winds","Darkness - no lighting","Wet or damp",30,"Urban",1,1,"sobota","01","Night",1,20117.0968636635
-0.477759,51.507969,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Night",1,23295.8297424577
-0.176751,51.61923,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Night",1,13587.2872912518
0.112427,51.381825,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"piątek","01","Afternoon",1,21950.4231500545
-0.115056,51.619514,"0","Other","Daylight","Wet or damp",30,"Urban",1,2,"sobota","01","Morning",1,13530.4795316425
0.067619,51.557625,"0","Other","Daylight","Dry",30,"Urban",2,4,"sobota","01","Morning",1,15902.7382675527
-0.348101,51.554862,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"sobota","01","Morning",1,15573.12744314
-0.006937,51.426182,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,2,"środa","01","Evening",1,12389.0008835994
-0.313203,51.488271,"0","Fine no high winds","Daylight","Dry",40,"Urban",3,2,"sobota","01","Morning",1,11936.2472536143
-0.096006,51.570737,"0","Fine no high winds","Daylight","Wet or damp",20,"Urban",1,2,"sobota","01","Afternoon",1,8581.94633501062
-0.093121,51.384271,"0","Other","Daylight","Wet or damp",30,"Urban",1,2,"sobota","01","Morning",1,13224.2787795735
-0.296252,51.598993,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"czwartek","01","Morning",1,15421.8150547127
-0.311407,51.48231,"0","Other","Daylight","Wet or damp",30,"Urban",11,2,"sobota","01","Afternoon",1,11899.3168035434
-0.105859,51.357679,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Afternoon",1,15941.7664385165
-0.080673,51.62642,"0","Raining no high winds","Daylight","Wet or damp",40,"Urban",1,2,"sobota","01","Afternoon",1,14790.5942813571
-0.03118,51.568138,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Afternoon",1,10852.7437327304
-0.060609,51.649651,"0","Other","Darkness - lights lit","Wet or damp",40,"Urban",1,1,"sobota","01","Afternoon",1,17675.3191859215
-0.339344,51.522006,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Afternoon",1,13917.0054770415
-0.245666,51.615244,"0","Fine no high winds","Darkness - lights unlit","Wet or damp",30,"Urban",1,1,"sobota","01","Morning",1,14789.4698653085
0.084859,51.489783,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"piątek","01","Evening",1,15747.7202517996
-0.248368,51.556294,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Afternoon",1,9742.62922869303
-0.026168,51.500608,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"sobota","01","Afternoon",1,8019.29911014567
-0.063901,51.589365,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Afternoon",1,11404.5996926792
-0.064844,51.526343,"0","Other","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"sobota","01","Afternoon",1,6136.62992976822
-0.080243,51.485859,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",2,2,"sobota","01","Afternoon",1,4518.73683763214
0.027066,51.502128,"0","Fine no high winds","Daylight","Wet or damp",40,"Urban",3,2,"sobota","01","Afternoon",1,11711.2045028343
-0.198899,51.519485,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"sobota","01","Afternoon",1,4555.90593775823
0.033158,51.538623,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Evening",1,12896.7388672456
-0.070461,51.594689,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,11731.384439195
-0.482213,51.603703,"0","Fine no high winds","Darkness - lights lit","Dry",60,"Rural",1,3,"sobota","01","Afternoon",1,26278.6449292294
-0.095687,51.398611,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"sobota","01","Afternoon",1,11637.7696298255
-0.378359,51.438114,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"piątek","01","Afternoon",1,17750.1729837802
0.018656,51.406319,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Evening",1,15188.9973493579
-0.248974,51.574289,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"sobota","01","Night",1,11181.7524349293
-0.010674,51.522199,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Night",1,9445.37960113574
-0.114266,51.345314,"0","Other","Darkness - lights lit","Wet or damp",40,"Urban",1,2,"niedziela","01","Night",1,17227.9901287763
-0.371367,51.573892,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,3,"niedziela","01","Night",1,17939.4268459289
0.053698,51.552834,"0","Unknown","Daylight","Data missing or out of range",30,"Urban",1,1,"piątek","01","Morning",1,14805.7142517406
-0.452395,51.482548,"0","Raining no high winds","Daylight","Wet or damp",50,"Urban",2,3,"niedziela","01","Morning",1,21602.3151661336
-0.047297,51.4917,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"niedziela","01","Morning",1,6605.80267896066
-0.000239,51.556374,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,2,"niedziela","01","Morning",1,11697.5239340843
-0.256734,51.552552,"0","Fine no high winds","Daylight","Dry",40,"Urban",1,1,"niedziela","01","Morning",1,9933.66121198176
-0.359052,51.418781,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,3,"niedziela","01","Morning",1,17518.6715469294
-0.05926,51.430477,"0","Other","Daylight","Wet or damp",20,"Urban",1,1,"niedziela","01","Morning",1,9549.9271096248
-0.083182,51.405421,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",2,2,"niedziela","01","Morning",1,11196.3359604812
-0.114317,51.386052,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",2,2,"niedziela","01","Afternoon",1,12730.5152580356
-0.064996,51.614562,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,13909.1096996496
-0.126889,51.468808,"0","Other","Darkness - lighting unknown","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,3529.96045684503
-0.459058,51.494236,"0","Fine no high winds","Daylight","Wet or damp",40,"Rural",1,2,"niedziela","01","Afternoon",1,21989.1582499326
-0.174131,51.482862,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,2876.70187334114
-0.131322,51.427242,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,8034.29534924545
-0.121831,51.472774,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,3,"sobota","01","Evening",1,3244.57591216381
-0.120835,51.426894,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,8170.91827340531
-0.456792,51.518665,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",2,1,"niedziela","01","Afternoon",1,21927.8124539087
-0.427309,51.453977,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,20418.8118402188
-0.044347,51.557207,"0","Other","Darkness - lights lit","Wet or damp",20,"Urban",4,2,"niedziela","01","Afternoon",1,9350.35866363238
-0.391616,51.498995,"0","Other","Daylight","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,17307.620505321
-0.138623,51.527177,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"niedziela","01","Afternoon",1,3131.82142921216
-0.077093,51.574385,"0","Fine no high winds","Darkness - lights lit","Dry",20,"Urban",1,1,"niedziela","01","Afternoon",1,9503.73949391606
0.141237,51.493983,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",3,2,"niedziela","01","Afternoon",1,19628.1801450056
-0.046172,51.544917,"0","Other","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,8362.25155172112
-0.257439,51.492582,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,8042.74982542223
-0.175505,51.610668,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,12634.3380367398
-0.266591,51.592984,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"piątek","01","Afternoon",1,13555.2345493243
-0.189606,51.44848,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"niedziela","01","Evening",1,6536.8862981132
-0.042328,51.489998,"0","Unknown","Daylight","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,6972.79090500705
-0.173166,51.481768,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Rural",1,2,"niedziela","01","Evening",1,2904.54169467829
-0.162553,51.43403,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,4,"niedziela","01","Night",1,7386.00100769397
-0.09665,51.38235,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"niedziela","01","Night",1,13371.5775026064
-0.068317,51.54987,"0","Fine no high winds","Darkness - lights lit","Dry",30,"Urban",1,2,"niedziela","01","Evening",1,7607.25215946599
-0.059099,51.464827,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Afternoon",1,6891.41362446884
-0.165123,51.52067,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",2,2,"niedziela","01","Evening",1,2890.28450070318
-0.215015,51.557051,"0","Unknown","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Evening",1,8201.12571719599
-0.292071,51.529511,"0","Fog or mist","Darkness - lights lit","Wet or damp",40,"Urban",2,1,"poniedziałek","01","Night",1,10942.0135853492
-0.028087,51.469525,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,3,"niedziela","01","Evening",1,8547.50763523854
-0.012129,51.574831,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Night",1,12318.1791079542
-0.129249,51.513179,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Night",1,1793.01915403654
-0.041181,51.399061,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Morning",1,13147.0887577809
-0.272644,51.509533,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",3,1,"poniedziałek","01","Morning",1,9135.77799471412
-0.061729,51.548773,"0","Other","Daylight","Wet or damp",20,"Urban",1,2,"niedziela","01","Morning",1,7833.44656891053
-0.367688,51.523483,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"poniedziałek","01","Morning",1,15878.6224862731
-0.377582,51.431629,"0","Fine no high winds","Daylight","Dry",20,"Urban",1,2,"poniedziałek","01","Morning",1,17990.7706981913
-0.112986,51.47425,"0","Fine no high winds","Daylight","Dry",30,"Urban",2,1,"poniedziałek","01","Morning",1,3416.04924569739
-0.201443,51.575638,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,1,"poniedziałek","01","Morning",1,9464.73274100993
0.099741,51.52522,"0","Fine no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Morning",1,16988.6913983063
-0.231045,51.444976,"0","Fine no high winds","Daylight","Wet or damp",40,"Urban",1,3,"poniedziałek","01","Morning",1,8634.92346959402
-0.124515,51.53019,"0","Fine no high winds","Daylight","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Morning",1,3662.02424449455
-0.06884,51.588637,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,4,"poniedziałek","01","Morning",1,11174.4938766159
-0.159753,51.521576,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"poniedziałek","01","Morning",1,2790.56462100467
-0.178521,51.484729,"0","Unknown","Darkness - lights lit","Dry",30,"Urban",1,2,"czwartek","01","Afternoon",1,3003.30323658239
-0.210561,51.420474,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Morning",1,9967.01367868662
-0.049242,51.398835,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"poniedziałek","01","Morning",1,12880.5076352142
-0.216843,51.595117,"0","Fog or mist","Daylight","Frost or ice",50,"Urban",1,1,"piątek","01","Morning",1,11880.6035251792
-0.114843,51.513039,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"poniedziałek","01","Morning",1,2430.59376098646
-0.145733,51.526031,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Morning",1,3008.1474788593
-0.11284,51.467323,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Morning",1,4071.13974660508
-0.212208,51.591809,"0","Raining no high winds","Daylight","Wet or damp",40,"Urban",2,2,"poniedziałek","01","Morning",1,11409.9708940336
-0.129178,51.507873,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,1312.68535983425
-0.05384,51.415818,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,11102.3004737691
-0.122756,51.450217,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,5602.31545764887
-0.045811,51.442214,"0","Raining no high winds","Daylight","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Afternoon",1,9191.67531863479
-0.394829,51.534649,"0","Fine no high winds","Daylight","Dry",30,"Urban",1,2,"niedziela","01","Afternoon",1,17964.3075379967
-0.398634,51.528946,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,3,"poniedziałek","01","Afternoon",1,18095.4076539869
0.019326,51.476992,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,11441.334261433
-0.152059,51.515789,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,1985.90681515656
-0.085897,51.605283,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,12437.2172126149
0.083581,51.565976,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,17295.1829557451
-0.141561,51.401775,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,10835.9485968366
-0.054344,51.617084,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,14461.818147661
-0.111067,51.426557,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,8354.85674539443
-0.204655,51.45006,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,6983.94260746135
-0.053289,51.550521,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Evening",1,8389.3613911973
0.012192,51.49483,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Afternoon",1,10687.1883035904
-0.189903,51.510084,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Evening",1,3545.48767084731
-0.161467,51.410902,"0","Raining no high winds","Daylight","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,9913.60763020196
-0.150099,51.485903,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Rural",1,2,"poniedziałek","01","Afternoon",1,1577.68400844908
-0.374467,51.523398,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Evening",1,16340.0167885548
-0.305197,51.408932,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Evening",1,15137.8615804829
-0.300526,51.530893,"0","Raining + high winds","Darkness - lights lit","Wet or damp",40,"Urban",1,1,"poniedziałek","01","Afternoon",1,11546.5024730364
-0.302671,51.399453,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Evening",1,15733.4342345383
-0.057567,51.54151,"0","Fine no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Evening",1,7507.75882629606
-0.170569,51.377411,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,13693.7530431671
-0.05981,51.651436,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"niedziela","01","Afternoon",1,17881.255632907
-0.156765,51.613342,"0","Raining no high winds","Darkness - lights lit","Dry",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,12757.3544347314
-0.096977,51.499081,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,2,"poniedziałek","01","Afternoon",1,3110.69600255485
-0.075253,51.399086,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Afternoon",1,12056.1086117674
-0.153325,51.470216,"0","Raining no high winds","Darkness - lights lit","Wet or damp",20,"Urban",1,1,"poniedziałek","01","Afternoon",1,3313.74955974104
-0.409502,51.601752,"0","Raining no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,1,"poniedziałek","01","Evening",1,21766.007646992
-0.092868,51.493979,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"poniedziałek","01","Evening",1,3443.44598980262
-0.272332,51.54442,"0","Fine no high winds","Darkness - lights lit","Wet or damp",30,"Urban",1,2,"niedziela","01","Evening",1,10348.817284787
-0.137232,51.462318,"0","Fine no high winds","Darkness - lighting unknown","Dry",30,"Urban",1,1,"poniedziałek","01","Evening",1,4108.88399994473
